theta,rho,beta_min,n,p,k,sigma,lambda_factor,average_mse,average_tpr,average_fdp,exact_support_recovery_rate,unsigned_support_recovery_rate,lambda_used,n_reps
39.31886168327004,0.6,1.0,270,1000,40,1.0,1.0,0.01838978681791945,0.8914500000000002,0.4109754929455802,0.0,0.0,0.45240936162767414,1000
43.68762409252227,0.6,1.0,300,1000,40,1.0,1.0,0.01563960955573599,0.9368750000000016,0.3624113120221961,0.0,0.0,0.4291932052578694,1000
43.68762409252227,0.6,1.0,300,1000,40,1.0,1.0,0.015552503727596409,0.9381000000000022,0.36053115051632145,0.0,0.0,0.4291932052578694,1000
43.68762409252227,0.6,1.0,300,1000,40,1.0,1.0,0.015629495832735846,0.9384250000000021,0.36256379683333484,0.0,0.0,0.4291932052578694,1000
48.0563865017745,0.6,1.0,330,1000,40,1.0,1.0,0.013548661629147382,0.9577250000000038,0.3210554073443415,0.0,0.0,0.4092196647717832,1000
48.0563865017745,0.6,1.0,330,1000,40,1.0,1.0,0.013375803690441265,0.9599000000000052,0.31948217671485224,0.0,0.0,0.4092196647717832,1000
48.0563865017745,0.6,1.0,330,1000,40,1.0,1.0,0.013351006807090834,0.9608000000000047,0.3182233975134863,0.0,0.0,0.4092196647717832,1000
52.425148911026724,0.6,1.0,360,1000,40,1.0,1.0,0.011701578462930132,0.9718500000000054,0.2803748657255565,0.0,0.0,0.3917980000794666,1000
52.425148911026724,0.6,1.0,360,1000,40,1.0,1.0,0.01169009396699561,0.9714750000000049,0.2802352982234236,0.0,0.0,0.3917980000794666,1000
52.425148911026724,0.6,1.0,360,1000,40,1.0,1.0,0.011697702860221941,0.970500000000006,0.27980554621257336,0.0,0.0,0.3917980000794666,1000
56.79391132027895,0.6,1.0,390,1000,40,1.0,1.0,0.010439981823721299,0.9766000000000045,0.24966138137074198,0.0,0.0,0.3764273425035022,1000
56.79391132027895,0.6,1.0,390,1000,40,1.0,1.0,0.01034046580038626,0.9777750000000054,0.2447737945451446,0.0,0.0,0.3764273425035022,1000
56.79391132027895,0.6,1.0,390,1000,40,1.0,1.0,0.01034721589393052,0.9771250000000061,0.24773131907456175,0.0,0.0,0.3764273425035022,1000
61.16267372953118,0.6,1.0,420,1000,40,1.0,1.0,0.00926352608564207,0.9814000000000046,0.22104245984006457,0.0,0.0,0.36273446352425787,1000
