replication,mse,tpr,fdp,exact_support_recovery,lambda_used
1,455.3180075131635,0.3,0.0625,False,0.12696764331132948
2,449.4686960754971,0.34,0.0,False,0.12696764331132948
3,461.18794022796345,0.44,0.0,False,0.12696764331132948
4,462.2085835743627,0.3,0.0,False,0.12696764331132948
5,475.4991165533489,0.26,0.0,False,0.12696764331132948
6,456.65035147491136,0.3,0.0,False,0.12696764331132948
7,437.8215419539985,0.44,0.0,False,0.12696764331132948
8,430.6341838438243,0.48,0.0,False,0.12696764331132948
9,465.74823530078925,0.28,0.0,False,0.12696764331132948
10,448.400834883998,0.3,0.0,False,0.12696764331132948
11,450.42138235744125,0.3,0.0,False,0.12696764331132948
12,437.8207544643338,0.42,0.0,False,0.12696764331132948
13,449.2737346730338,0.28,0.0,False,0.12696764331132948
14,456.0994810239694,0.32,0.0,False,0.12696764331132948
15,471.8323739881569,0.22,0.0,False,0.12696764331132948
16,419.38505265353723,0.48,0.0,False,0.12696764331132948
17,461.48062964385116,0.22,0.0,False,0.12696764331132948
18,467.8537323986358,0.28,0.125,False,0.12696764331132948
19,403.0410731693987,0.52,0.0,False,0.12696764331132948
20,435.49462783512473,0.38,0.05,False,0.12696764331132948
21,431.28796622761024,0.36,0.0,False,0.12696764331132948
22,456.0566180115362,0.24,0.0,False,0.12696764331132948
23,443.3815229870885,0.42,0.0,False,0.12696764331132948
24,459.9812915977415,0.32,0.0,False,0.12696764331132948
25,469.8162073047259,0.22,0.0,False,0.12696764331132948
26,459.84920216509084,0.32,0.0,False,0.12696764331132948
27,438.1968031429475,0.44,0.043478260869565216,False,0.12696764331132948
28,433.585222358986,0.44,0.0,False,0.12696764331132948
29,461.84770325160304,0.26,0.0,False,0.12696764331132948
30,465.6060249473973,0.2,0.0,False,0.12696764331132948
31,454.6404491905092,0.3,0.0,False,0.12696764331132948
32,476.7700123678881,0.14,0.0,False,0.12696764331132948
33,431.252990902262,0.34,0.0,False,0.12696764331132948
34,461.0646498884773,0.3,0.0,False,0.12696764331132948
35,475.68443083327185,0.26,0.0,False,0.12696764331132948
36,444.2978136451078,0.4,0.0,False,0.12696764331132948
37,468.25758265698084,0.26,0.0,False,0.12696764331132948
38,448.8557290736955,0.28,0.0,False,0.12696764331132948
39,431.83278734873477,0.44,0.043478260869565216,False,0.12696764331132948
40,428.1479916820553,0.36,0.0,False,0.12696764331132948
41,466.6791524352779,0.28,0.0,False,0.12696764331132948
42,442.7057843552238,0.34,0.05555555555555555,False,0.12696764331132948
43,476.52421706754177,0.2,0.09090909090909091,False,0.12696764331132948
44,465.3532114875357,0.24,0.0,False,0.12696764331132948
45,460.66590524554556,0.36,0.0,False,0.12696764331132948
46,484.2742912678437,0.2,0.0,False,0.12696764331132948
47,441.4697436827033,0.36,0.0,False,0.12696764331132948
48,467.25026590666107,0.18,0.1,False,0.12696764331132948
49,448.50123011674367,0.34,0.05555555555555555,False,0.12696764331132948
50,434.4559264589328,0.44,0.043478260869565216,False,0.12696764331132948
51,454.9128837081606,0.26,0.0,False,0.12696764331132948
52,436.2300297536685,0.42,0.0,False,0.12696764331132948
53,454.1326692985359,0.34,0.05555555555555555,False,0.12696764331132948
54,465.88936846957444,0.26,0.0,False,0.12696764331132948
55,449.5469765941817,0.34,0.0,False,0.12696764331132948
56,431.4374437456007,0.42,0.0,False,0.12696764331132948
57,447.80213857400906,0.34,0.0,False,0.12696764331132948
58,422.6449320074052,0.46,0.0,False,0.12696764331132948
59,458.5877226715446,0.34,0.0,False,0.12696764331132948
60,470.7737857788115,0.26,0.07142857142857142,False,0.12696764331132948
61,434.17198689782504,0.48,0.04,False,0.12696764331132948
62,470.2873414750842,0.22,0.08333333333333333,False,0.12696764331132948
63,455.4851726103914,0.32,0.0,False,0.12696764331132948
64,460.2523061103422,0.3,0.11764705882352941,False,0.12696764331132948
65,468.70494792152897,0.18,0.0,False,0.12696764331132948
66,431.4844194008331,0.44,0.0,False,0.12696764331132948
67,454.207436793759,0.34,0.05555555555555555,False,0.12696764331132948
68,467.9617087446585,0.28,0.0,False,0.12696764331132948
69,418.08301715140834,0.42,0.0,False,0.12696764331132948
70,462.3966021933638,0.24,0.07692307692307693,False,0.12696764331132948
71,447.74780825955116,0.38,0.0,False,0.12696764331132948
72,438.04327548852814,0.38,0.05,False,0.12696764331132948
73,448.77834294323645,0.4,0.047619047619047616,False,0.12696764331132948
74,457.0510816739254,0.26,0.0,False,0.12696764331132948
75,429.28087345528405,0.44,0.0,False,0.12696764331132948
76,464.1920991334335,0.32,0.0,False,0.12696764331132948
77,475.5105142401428,0.3,0.0,False,0.12696764331132948
78,474.9844901902272,0.26,0.0,False,0.12696764331132948
79,460.70064148847126,0.3,0.0,False,0.12696764331132948
80,449.5644938672369,0.36,0.0,False,0.12696764331132948
81,432.0577618611139,0.4,0.0,False,0.12696764331132948
82,453.7562414046552,0.22,0.0,False,0.12696764331132948
83,420.8874821862665,0.42,0.0,False,0.12696764331132948
84,473.08229459317533,0.24,0.0,False,0.12696764331132948
85,433.2936359988185,0.36,0.0,False,0.12696764331132948
