replication,mse,tpr,fdp,exact_support_recovery,lambda_used
1,0.05,0.0,0.0,False,0.0016061449065572664
2,0.05,0.0,0.0,False,0.0016061449065572664
3,0.05,0.0,0.0,False,0.0016061449065572664
4,0.05,0.0,0.0,False,0.0016061449065572664
5,0.05,0.0,0.0,False,0.0016061449065572664
6,0.05,0.0,0.0,False,0.0016061449065572664
7,0.05,0.0,0.0,False,0.0016061449065572664
8,0.05,0.0,0.0,False,0.0016061449065572664
9,0.05,0.0,0.0,False,0.0016061449065572664
10,0.05,0.0,0.0,False,0.0016061449065572664
11,0.05,0.0,0.0,False,0.0016061449065572664
12,0.05,0.0,0.0,False,0.0016061449065572664
13,0.05,0.0,0.0,False,0.0016061449065572664
14,0.05,0.0,0.0,False,0.0016061449065572664
15,0.05,0.0,0.0,False,0.0016061449065572664
16,0.05,0.0,0.0,False,0.0016061449065572664
17,0.05,0.0,0.0,False,0.0016061449065572664
18,0.05,0.0,0.0,False,0.0016061449065572664
19,0.05,0.0,0.0,False,0.0016061449065572664
20,0.05,0.0,0.0,False,0.0016061449065572664
21,0.05,0.0,0.0,False,0.0016061449065572664
22,0.05,0.0,0.0,False,0.0016061449065572664
23,0.05,0.0,0.0,False,0.0016061449065572664
24,0.05,0.0,0.0,False,0.0016061449065572664
25,0.05,0.0,0.0,False,0.0016061449065572664
26,0.05,0.0,0.0,False,0.0016061449065572664
27,0.05,0.0,0.0,False,0.0016061449065572664
28,0.05,0.0,0.0,False,0.0016061449065572664
29,0.05,0.0,0.0,False,0.0016061449065572664
30,0.05,0.0,0.0,False,0.0016061449065572664
31,0.05,0.0,0.0,False,0.0016061449065572664
32,0.05,0.0,0.0,False,0.0016061449065572664
33,0.05,0.0,0.0,False,0.0016061449065572664
34,0.05,0.0,0.0,False,0.0016061449065572664
35,0.05,0.0,0.0,False,0.0016061449065572664
36,0.05,0.0,0.0,False,0.0016061449065572664
37,0.05,0.0,0.0,False,0.0016061449065572664
38,0.05,0.0,0.0,False,0.0016061449065572664
39,0.05,0.0,0.0,False,0.0016061449065572664
40,0.04963691156319167,0.02,0.0,False,0.0016061449065572664
41,0.05,0.0,0.0,False,0.0016061449065572664
42,0.05,0.0,0.0,False,0.0016061449065572664
43,0.05,0.0,0.0,False,0.0016061449065572664
44,0.05,0.0,0.0,False,0.0016061449065572664
45,0.05,0.0,0.0,False,0.0016061449065572664
46,0.05,0.0,0.0,False,0.0016061449065572664
47,0.05,0.0,0.0,False,0.0016061449065572664
48,0.05,0.0,0.0,False,0.0016061449065572664
49,0.05,0.0,0.0,False,0.0016061449065572664
50,0.05,0.0,0.0,False,0.0016061449065572664
51,0.05,0.0,0.0,False,0.0016061449065572664
52,0.05,0.0,0.0,False,0.0016061449065572664
53,0.05,0.0,0.0,False,0.0016061449065572664
54,0.05,0.0,0.0,False,0.0016061449065572664
55,0.05,0.0,0.0,False,0.0016061449065572664
56,0.05,0.0,0.0,False,0.0016061449065572664
