replication,mse,tpr,fdp,exact_support_recovery,lambda_used
1,0.05,0.0,0.0,False,0.16394640956741696
2,0.05,0.0,0.0,False,0.16394640956741696
3,0.05,0.0,0.0,False,0.16394640956741696
4,0.05,0.0,0.0,False,0.16394640956741696
5,0.05,0.0,0.0,False,0.16394640956741696
6,0.05,0.0,0.0,False,0.16394640956741696
7,0.05,0.0,0.0,False,0.16394640956741696
8,0.05,0.0,0.0,False,0.16394640956741696
9,0.05,0.0,0.0,False,0.16394640956741696
10,0.05,0.0,0.0,False,0.16394640956741696
11,0.05,0.0,0.0,False,0.16394640956741696
12,0.05,0.0,0.0,False,0.16394640956741696
13,0.05,0.0,0.0,False,0.16394640956741696
14,0.05,0.0,0.0,False,0.16394640956741696
15,0.05,0.0,0.0,False,0.16394640956741696
16,0.05,0.0,0.0,False,0.16394640956741696
17,0.05,0.0,0.0,False,0.16394640956741696
18,0.05,0.0,0.0,False,0.16394640956741696
19,0.05,0.0,0.0,False,0.16394640956741696
20,0.05,0.0,0.0,False,0.16394640956741696
21,0.05,0.0,0.0,False,0.16394640956741696
22,0.05,0.0,0.0,False,0.16394640956741696
23,0.05,0.0,0.0,False,0.16394640956741696
24,0.05,0.0,0.0,False,0.16394640956741696
25,0.05,0.0,0.0,False,0.16394640956741696
26,0.05,0.0,0.0,False,0.16394640956741696
27,0.05,0.0,0.0,False,0.16394640956741696
28,0.05,0.0,0.0,False,0.16394640956741696
29,0.05,0.0,0.0,False,0.16394640956741696
30,0.05,0.0,0.0,False,0.16394640956741696
31,0.05,0.0,0.0,False,0.16394640956741696
32,0.05,0.0,0.0,False,0.16394640956741696
33,0.05,0.0,0.0,False,0.16394640956741696
34,0.05,0.0,0.0,False,0.16394640956741696
35,0.05,0.0,0.0,False,0.16394640956741696
36,0.05,0.0,0.0,False,0.16394640956741696
37,0.05,0.0,0.0,False,0.16394640956741696
38,0.05,0.0,0.0,False,0.16394640956741696
39,0.05,0.0,0.0,False,0.16394640956741696
40,0.05,0.0,0.0,False,0.16394640956741696
41,0.05,0.0,0.0,False,0.16394640956741696
42,0.05,0.0,0.0,False,0.16394640956741696
43,0.05,0.0,0.0,False,0.16394640956741696
44,0.05,0.0,0.0,False,0.16394640956741696
45,0.05,0.0,0.0,False,0.16394640956741696
46,0.05,0.0,0.0,False,0.16394640956741696
47,0.05,0.0,0.0,False,0.16394640956741696
48,0.05,0.0,0.0,False,0.16394640956741696
49,0.05,0.0,0.0,False,0.16394640956741696
50,0.05,0.0,0.0,False,0.16394640956741696
51,0.05,0.0,0.0,False,0.16394640956741696
52,0.05,0.0,0.0,False,0.16394640956741696
53,0.05,0.0,0.0,False,0.16394640956741696
54,0.05,0.0,0.0,False,0.16394640956741696
55,0.05,0.0,0.0,False,0.16394640956741696
56,0.05,0.0,0.0,False,0.16394640956741696
57,0.05,0.0,0.0,False,0.16394640956741696
58,0.05,0.0,0.0,False,0.16394640956741696
59,0.05,0.0,0.0,False,0.16394640956741696
60,0.05,0.0,0.0,False,0.16394640956741696
61,0.05,0.0,0.0,False,0.16394640956741696
62,0.05,0.0,0.0,False,0.16394640956741696
63,0.05,0.0,0.0,False,0.16394640956741696
64,0.05,0.0,0.0,False,0.16394640956741696
65,0.05,0.0,0.0,False,0.16394640956741696
66,0.05,0.0,0.0,False,0.16394640956741696
67,0.05,0.0,0.0,False,0.16394640956741696
68,0.05,0.0,0.0,False,0.16394640956741696
69,0.05,0.0,0.0,False,0.16394640956741696
70,0.05,0.0,0.0,False,0.16394640956741696
71,0.05,0.0,0.0,False,0.16394640956741696
72,0.05,0.0,0.0,False,0.16394640956741696
73,0.05,0.0,0.0,False,0.16394640956741696
