replication,mse,tpr,fdp,exact_support_recovery,lambda_used
1,0.05,0.0,0.0,False,0.0018548418873009218
2,0.05,0.0,0.0,False,0.0018548418873009218
3,0.05,0.0,0.0,False,0.0018548418873009218
4,0.04991801151139155,0.02,0.0,False,0.0018548418873009218
5,0.05,0.0,0.0,False,0.0018548418873009218
6,0.05,0.0,0.0,False,0.0018548418873009218
7,0.05,0.0,0.0,False,0.0018548418873009218
8,0.05,0.0,0.0,False,0.0018548418873009218
9,0.05,0.0,0.0,False,0.0018548418873009218
10,0.05,0.0,0.0,False,0.0018548418873009218
11,0.049864629024326,0.04,0.0,False,0.0018548418873009218
12,0.05,0.0,0.0,False,0.0018548418873009218
13,0.05,0.0,0.0,False,0.0018548418873009218
14,0.05,0.0,0.0,False,0.0018548418873009218
15,0.05,0.0,0.0,False,0.0018548418873009218
16,0.05,0.0,0.0,False,0.0018548418873009218
17,0.05,0.0,0.0,False,0.0018548418873009218
18,0.05,0.0,0.0,False,0.0018548418873009218
19,0.05,0.0,0.0,False,0.0018548418873009218
20,0.05,0.0,0.0,False,0.0018548418873009218
21,0.05,0.0,0.0,False,0.0018548418873009218
22,0.05,0.0,0.0,False,0.0018548418873009218
23,0.05,0.0,0.0,False,0.0018548418873009218
24,0.05,0.0,0.0,False,0.0018548418873009218
25,0.05,0.0,0.0,False,0.0018548418873009218
26,0.05,0.0,0.0,False,0.0018548418873009218
27,0.05,0.0,0.0,False,0.0018548418873009218
28,0.05,0.0,0.0,False,0.0018548418873009218
29,0.04978210282486272,0.04,0.0,False,0.0018548418873009218
30,0.05,0.0,0.0,False,0.0018548418873009218
31,0.05,0.0,0.0,False,0.0018548418873009218
32,0.05,0.0,0.0,False,0.0018548418873009218
33,0.05,0.0,0.0,False,0.0018548418873009218
34,0.05,0.0,0.0,False,0.0018548418873009218
35,0.05,0.0,0.0,False,0.0018548418873009218
36,0.05,0.0,0.0,False,0.0018548418873009218
37,0.05,0.0,0.0,False,0.0018548418873009218
38,0.05,0.0,0.0,False,0.0018548418873009218
39,0.05,0.0,0.0,False,0.0018548418873009218
40,0.05,0.0,0.0,False,0.0018548418873009218
41,0.049730061604503106,0.02,0.0,False,0.0018548418873009218
42,0.05,0.0,0.0,False,0.0018548418873009218
43,0.05,0.0,0.0,False,0.0018548418873009218
44,0.05,0.0,0.0,False,0.0018548418873009218
45,0.05,0.0,0.0,False,0.0018548418873009218
46,0.05,0.0,0.0,False,0.0018548418873009218
47,0.05,0.0,0.0,False,0.0018548418873009218
48,0.05,0.0,0.0,False,0.0018548418873009218
49,0.05,0.0,0.0,False,0.0018548418873009218
50,0.05,0.0,0.0,False,0.0018548418873009218
51,0.05,0.0,0.0,False,0.0018548418873009218
52,0.05,0.0,0.0,False,0.0018548418873009218
53,0.05,0.0,0.0,False,0.0018548418873009218
54,0.05,0.0,0.0,False,0.0018548418873009218
55,0.05,0.0,0.0,False,0.0018548418873009218
56,0.05,0.0,0.0,False,0.0018548418873009218
57,0.05,0.0,0.0,False,0.0018548418873009218
58,0.049681444555935705,0.02,0.0,False,0.0018548418873009218
59,0.05,0.0,0.0,False,0.0018548418873009218
60,0.05,0.0,0.0,False,0.0018548418873009218
61,0.05,0.0,0.0,False,0.0018548418873009218
62,0.05,0.0,0.0,False,0.0018548418873009218
63,0.05,0.0,0.0,False,0.0018548418873009218
64,0.04986206728591633,0.02,0.0,False,0.0018548418873009218
65,0.05,0.0,0.0,False,0.0018548418873009218
66,0.04996893109076001,0.02,0.0,False,0.0018548418873009218
67,0.05,0.0,0.0,False,0.0018548418873009218
68,0.05,0.0,0.0,False,0.0018548418873009218
69,0.05,0.0,0.0,False,0.0018548418873009218
70,0.05,0.0,0.0,False,0.0018548418873009218
71,0.04985183726064104,0.02,0.0,False,0.0018548418873009218
72,0.05,0.0,0.0,False,0.0018548418873009218
73,0.05,0.0,0.0,False,0.0018548418873009218
74,0.05,0.0,0.0,False,0.0018548418873009218
75,0.05,0.0,0.0,False,0.0018548418873009218
76,0.05,0.0,0.0,False,0.0018548418873009218
77,0.05,0.0,0.0,False,0.0018548418873009218
78,0.04981307830201465,0.02,0.0,False,0.0018548418873009218
79,0.05,0.0,0.0,False,0.0018548418873009218
80,0.05,0.0,0.0,False,0.0018548418873009218
81,0.05,0.0,0.0,False,0.0018548418873009218
82,0.04979007667812915,0.02,0.0,False,0.0018548418873009218
83,0.05,0.0,0.0,False,0.0018548418873009218
